LapNumber,Driver,LapTime,Stint,TotalLaps,Compound,New,TyresNotChanged,Time,LapFlags,LapCountTime,StartLaps,Outlap
,4,,1,3.0,,,,0 days 00:42:26.891000,,,,
,63,,1,3.0,,,,0 days 00:42:31.904000,,,,
,63,,2,3.0,SOFT,False,1,0 days 00:42:31.904000,0.0,,3.0,
,16,,2,1.0,,,,0 days 00:42:41.896000,,,,
,7,,0,9.0,,,,0 days 00:42:51.899000,,,,
,7,,1,0.0,UNKNOWN,False,1,0 days 00:42:51.899000,0.0,,0.0,
,14,,1,4.0,,,,0 days 00:42:51.899000,,,,
,7,,1,,SOFT,True,0,0 days 00:42:56.900000,,,,
,1,,1,1.0,,,,0 days 00:43:01.904000,,,,
,18,,1,4.0,,,,0 days 00:43:11.909000,,,,
,18,,2,4.0,SOFT,False,1,0 days 00:43:11.909000,0.0,,4.0,
,30,,2,4.0,,,,0 days 00:43:11.909000,,,,
,12,,2,3.0,,,,0 days 00:43:16.909000,,,,
,12,,3,3.0,SOFT,False,1,0 days 00:43:16.909000,0.0,,3.0,
,23,,1,1.0,,,,0 days 00:43:21.910000,,,,
,81,,0,,,,,0 days 00:43:30.594000,0.0,,,
12.0,81,0 days 00:01:16.983000,1,,,,,0 days 00:43:30.594000,1.0,,,
,81,,1,3.0,,,,0 days 00:43:31.904000,,,,
,44,,2,1.0,,,,0 days 00:43:36.920000,,,,
13.0,4,0 days 00:01:16.580000,1,,,,,0 days 00:43:40.468000,,,,
,4,,0,,,,,0 days 00:43:40.509000,0.0,,,
,4,,1,,,,,0 days 00:43:40.509000,3.0,,,
,22,,1,,,,,0 days 00:43:40.509000,1.0,,,
,4,,1,4.0,,,,0 days 00:43:41.917000,,,,
13.0,6,0 days 00:01:49.486000,1,,,,,0 days 00:43:51.133000,,,,
,6,,1,3.0,,,,0 days 00:43:51.909000,,,,
,10,,1,3.0,,,,0 days 00:43:56.919000,,,,
,16,,2,2.0,,,,0 days 00:43:56.919000,,,,
13.0,16,0 days 00:01:16.888000,2,,,,,0 days 00:43:57.004000,,,,
,27,,1,5.0,,,,0 days 00:44:01.915000,,,,
,27,,2,0.0,SOFT,True,0,0 days 00:44:01.915000,0.0,,0.0,
,14,,1,5.0,,,,0 days 00:44:07.011000,,,,
,31,,1,3.0,,,,0 days 00:44:07.011000,,,,
,31,,2,0.0,UNKNOWN,False,1,0 days 00:44:07.011000,0.0,,0.0,
,31,,2,3.0,SOFT,,,0 days 00:44:11.924000,,,3.0,
,55,,2,3.0,,,,0 days 00:44:16.926000,,,,
,55,,3,3.0,SOFT,False,1,0 days 00:44:21.919000,0.0,,3.0,
,5,,1,3.0,,,,0 days 00:44:31.936000,,,,
,5,,2,0.0,UNKNOWN,False,1,0 days 00:44:31.936000,0.0,,0.0,
,30,,2,5.0,,,,0 days 00:44:31.936000,,,,
,30,,1,,,,,0 days 00:44:32.264000,0.0,,,
13.0,30,0 days 00:01:17.893000,2,,,,,0 days 00:44:32.264000,1.0,,,
,7,,1,1.0,,,,0 days 00:44:36.931000,,,,
,23,,1,2.0,,,,0 days 00:44:41.931000,,,,
,23,,0,,,,,0 days 00:44:41.953000,0.0,,,
11.0,23,0 days 00:01:17.535000,1,,,,,0 days 00:44:41.953000,1.0,,,
,63,,2,4.0,,,,0 days 00:44:51.931000,,,,
,1,,1,2.0,,,,0 days 00:45:01.943000,,,,
8.0,1,0 days 00:01:59.702000,1,,,,,0 days 00:45:02.052000,,,,
,5,,2,3.0,SOFT,,,0 days 00:45:06.938000,,,3.0,
,18,,2,5.0,,,,0 days 00:45:06.938000,,,,
,12,,3,4.0,,,,0 days 00:45:16.933000,,,,
,44,,2,2.0,,,,0 days 00:45:31.953000,,,,
,44,,3,2.0,SOFT,False,1,0 days 00:45:31.953000,0.0,,2.0,
,81,,1,4.0,,,,0 days 00:45:41.942000,,,,
